"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 10, 2019","126,413,000","124,502,000","127,082,000","123,948,000","0.13K","1.53%"
"Nov 09, 2019","124,502,000","124,690,000","125,602,000","123,611,000","0.09K","-0.15%"
"Nov 08, 2019","124,690,000","129,852,000","130,257,000","123,022,000","0.28K","-3.98%"
"Nov 07, 2019","129,852,000","130,217,000","130,559,000","128,700,000","0.16K","-0.39%"
"Nov 06, 2019","130,360,000","129,709,000","131,000,000","129,015,000","0.10K","0.50%"
"Nov 05, 2019","129,709,000","131,005,000","131,199,000","128,333,000","0.21K","-1.02%"
"Nov 04, 2019","131,050,000","128,807,000","131,807,000","128,000,000","0.16K","1.74%"
"Nov 03, 2019","128,807,000","129,501,000","130,500,000","127,700,000","0.13K","-0.54%"
"Nov 02, 2019","129,501,000","129,600,000","130,300,000","129,012,000","0.08K","-0.08%"
"Nov 01, 2019","129,600,000","129,200,000","130,405,000","127,792,000","0.15K","0.31%"
"Oct 31, 2019","129,200,000","129,800,000","132,059,000","127,079,000","0.21K","-0.46%"
"Oct 30, 2019","129,800,000","131,845,000","131,969,000","127,552,000","0.20K","-1.55%"
"Oct 29, 2019","131,845,000","129,435,000","132,796,000","129,116,000","0.19K","1.86%"
"Oct 28, 2019","129,435,000","131,805,000","135,600,992","129,435,000","0.22K","-1.80%"
"Oct 27, 2019","131,806,000","127,246,000","133,970,000","125,800,000","0.27K","3.58%"
"Oct 26, 2019","127,246,000","119,950,000","143,500,000","119,950,000","0.70K","6.04%"
"Oct 25, 2019","119,997,000","106,502,000","121,750,000","105,501,000","0.45K","12.67%"
"Oct 24, 2019","106,502,000","106,265,000","107,372,000","105,105,000","0.16K","0.33%"
"Oct 23, 2019","106,155,000","114,528,000","114,529,000","105,136,000","0.38K","-7.31%"
"Oct 22, 2019","114,529,000","116,212,000","117,500,000","114,000,000","0.15K","-1.45%"
"Oct 21, 2019","116,213,000","116,225,000","117,669,000","115,383,000","0.15K","-0.01%"
"Oct 20, 2019","116,224,000","113,498,000","116,700,000","112,796,000","0.13K","2.40%"
"Oct 19, 2019","113,499,000","113,257,000","114,750,000","113,000,000","0.14K","0.21%"
"Oct 18, 2019","113,258,000","114,500,000","115,088,000","112,150,000","0.12K","-1.08%"
"Oct 17, 2019","114,500,000","114,717,000","115,900,000","112,168,000","0.21K","-0.30%"
"Oct 16, 2019","114,849,000","117,600,000","117,702,000","114,000,000","0.22K","-2.39%"
"Oct 15, 2019","117,658,000","119,700,000","120,399,000","117,501,000","0.22K","-1.77%"
"Oct 14, 2019","119,778,000","118,499,000","120,000,000","118,029,000","0.16K","1.08%"
"Oct 13, 2019","118,500,000","118,900,000","120,544,000","118,063,000","0.10K","-0.34%"
"Oct 12, 2019","118,901,000","118,467,000","119,749,000","118,396,000","0.12K","0.37%"
"Oct 11, 2019","118,467,000","121,501,000","124,999,000","118,401,000","0.27K","-2.50%"
"Oct 10, 2019","121,502,000","122,055,000","122,498,000","120,100,000","0.12K","-0.45%"
"Oct 09, 2019","122,055,000","117,031,000","122,764,000","115,742,000","0.22K","4.39%"
"Oct 08, 2019","116,925,000","116,750,000","118,637,000","116,250,000","0.16K","0.15%"
"Oct 07, 2019","116,750,000","111,843,000","117,678,000","110,082,000","0.22K","4.39%"
"Oct 06, 2019","111,843,000","115,592,000","115,948,000","111,623,000","0.16K","-3.33%"
"Oct 05, 2019","115,694,000","116,302,000","116,512,000","114,374,000","0.09K","-0.69%"
"Oct 04, 2019","116,499,000","118,101,000","118,200,000","115,565,000","0.16K","-1.36%"
"Oct 03, 2019","118,101,000","119,701,000","120,326,000","116,000,000","0.21K","-1.34%"
"Oct 02, 2019","119,701,000","119,626,000","119,996,000","117,211,000","0.19K","0.06%"
"Oct 01, 2019","119,626,000","119,350,000","122,821,000","117,900,000","0.24K","0.33%"
"Sep 30, 2019","119,232,000","115,378,000","119,517,000","112,002,000","0.30K","3.34%"
"Sep 29, 2019","115,378,000","117,559,000","117,968,000","114,500,000","0.10K","-1.85%"
"Sep 28, 2019","117,547,000","117,419,000","119,000,000","115,814,000","0.10K","0.11%"
"Sep 27, 2019","117,419,000","116,400,000","118,000,000","113,498,000","0.26K","0.87%"
"Sep 26, 2019","116,401,000","121,000,000","121,451,000","112,000,000","0.30K","-3.80%"
"Sep 25, 2019","121,000,000","124,128,000","127,078,000","118,151,000","0.39K","-2.52%"
"Sep 24, 2019","124,128,000","139,383,008","140,114,000","119,374,000","0.47K","-10.95%"
"Sep 23, 2019","139,387,008","141,936,000","142,088,992","139,000,000","0.16K","-1.83%"
"Sep 22, 2019","141,979,008","142,020,000","142,960,000","140,000,000","0.11K","-0.03%"
"Sep 21, 2019","142,020,992","143,466,000","143,900,000","141,572,000","0.07K","-1.01%"
"Sep 20, 2019","143,466,000","145,620,000","145,700,000","141,863,008","0.13K","-1.22%"
"Sep 19, 2019","145,243,008","143,859,008","146,078,000","139,079,008","0.36K","0.96%"
"Sep 18, 2019","143,858,000","143,908,000","144,574,000","143,500,992","0.10K","-0.04%"
"Sep 17, 2019","143,908,992","145,054,000","145,300,992","143,700,000","0.10K","-0.87%"
"Sep 16, 2019","145,167,008","145,000,000","145,883,008","143,418,000","0.18K","0.12%"
"Sep 15, 2019","144,999,008","145,704,992","146,026,000","144,840,000","0.07K","-0.48%"
"Sep 14, 2019","145,704,992","146,135,008","146,500,000","144,894,000","0.10K","-0.29%"
"Sep 13, 2019","146,134,000","146,520,000","146,862,000","144,300,000","0.16K","-0.25%"
"Sep 12, 2019","146,500,000","145,150,000","147,258,000","143,210,000","0.17K","0.93%"
"Sep 11, 2019","145,150,000","143,748,000","145,150,000","141,091,008","0.24K","0.98%"
"Sep 10, 2019","143,748,000","146,000,000","146,700,000","142,188,000","0.15K","-1.54%"
"Sep 09, 2019","146,000,992","147,540,000","148,500,000","144,135,008","0.28K","-1.04%"
"Sep 08, 2019","147,540,000","148,440,000","149,000,000","146,146,000","0.12K","-0.61%"
"Sep 07, 2019","148,440,000","146,800,992","148,996,992","145,967,008","0.14K","1.12%"
"Sep 06, 2019","146,800,992","148,518,000","152,500,000","145,382,000","0.32K","-1.16%"
"Sep 05, 2019","148,518,000","148,283,008","149,232,000","147,000,000","0.10K","0.16%"
"Sep 04, 2019","148,283,008","149,500,000","150,778,000","146,115,008","0.24K","-0.81%"
"Sep 03, 2019","149,500,000","147,180,000","151,500,000","145,340,992","0.35K","1.58%"
"Sep 02, 2019","147,180,000","139,799,008","147,698,000","139,500,992","0.26K","5.28%"
"Sep 01, 2019","139,799,008","138,158,000","140,704,000","137,500,000","0.08K","1.19%"
"Aug 31, 2019","138,158,000","138,312,000","138,916,992","136,903,008","0.08K","-0.11%"
"Aug 30, 2019","138,312,000","138,998,000","139,530,000","136,500,000","0.24K","-0.49%"
"Aug 29, 2019","138,998,000","142,000,000","142,094,000","135,891,008","0.28K","-2.11%"
"Aug 28, 2019","142,000,992","147,396,992","147,398,000","139,996,000","0.34K","-3.66%"
"Aug 27, 2019","147,396,992","147,584,000","147,662,000","144,762,000","0.15K","-0.13%"
"Aug 26, 2019","147,584,000","145,588,992","150,870,000","145,588,992","0.31K","1.37%"
"Aug 25, 2019","145,588,000","146,070,000","148,000,000","144,000,000","0.16K","-0.33%"
"Aug 24, 2019","146,070,000","148,170,000","148,499,008","143,500,992","0.18K","-1.42%"
"Aug 23, 2019","148,170,000","145,502,000","148,996,992","144,724,000","0.16K","1.78%"
"Aug 22, 2019","145,576,000","147,358,000","147,466,000","142,298,000","0.24K","-1.21%"
"Aug 21, 2019","147,356,992","154,504,992","155,400,000","144,555,008","0.29K","-4.63%"
"Aug 20, 2019","154,506,000","156,504,992","156,840,992","152,320,992","0.18K","-1.28%"
"Aug 19, 2019","156,504,000","148,386,000","156,504,992","147,495,008","0.21K","5.47%"
"Aug 18, 2019","148,386,000","147,344,992","150,500,000","145,931,008","0.11K","0.71%"
"Aug 17, 2019","147,344,992","149,774,000","150,500,000","145,503,008","0.11K","-1.62%"
"Aug 16, 2019","149,774,000","150,100,992","152,804,992","142,018,000","0.41K","-0.22%"
"Aug 15, 2019","150,100,992","145,110,000","153,100,000","138,500,000","0.54K","3.46%"
"Aug 14, 2019","145,076,992","156,400,992","156,400,992","145,000,000","0.40K","-7.24%"
"Aug 13, 2019","156,400,992","164,100,000","164,112,000","154,184,992","0.32K","-4.69%"
"Aug 12, 2019","164,100,000","165,648,992","165,648,992","163,495,008","0.13K","-0.91%"
"Aug 11, 2019","165,600,000","163,468,992","165,650,000","161,603,008","0.16K","1.30%"
"Aug 10, 2019","163,468,992","168,758,000","169,884,992","162,590,000","0.28K","-3.13%"
"Aug 09, 2019","168,758,000","169,731,008","170,000,000","166,000,000","0.24K","-0.57%"
"Aug 08, 2019","169,731,008","168,300,992","169,790,000","164,595,008","0.27K","0.85%"
"Aug 07, 2019","168,300,992","165,298,000","170,807,008","162,500,992","0.40K","1.82%"
"Aug 06, 2019","165,296,992","165,050,000","170,980,000","160,396,000","0.71K","0.15%"
